                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "15140"          1.5000000000000000E+000          1.3500000000000001E+000          5.2000000000000002E-001                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20220830" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             670          1.8386860969894320E+008          5.2401440884944683E-001          3.8596074079308109E+000          1.8035742410778639E+002          1.9228134064556514E+002          1.4839226613915191E+000          1.4411452413535717E+000         -6.3974388309519117E-004         -1.0000000000000000E+000          1.4497017851772667E+000          1.3598016262066346E+000         -9.4575645956325527E+000         -9.4575645956325527E+000         -1.0060124430172980E+001         -9.8999999999999986E+001         -9.5823368455961884E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.4971243263445422E-001          1.3959946140949870E+052         -5.3104110541603018E+034          0.0000000000000000E+000         -9.1883711192531777E+033         -4.3915739422349842E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             675          1.8503830110802585E+008          5.2406122906474240E-001          3.8596971641070872E+000          1.8037865892944313E+002          1.9223547889801995E+002          1.4838376011222496E+000          1.4412972259085748E+000         -6.3785017937216309E-004         -1.0000000000000000E+000          1.4492939293191325E+000          1.3599034728852071E+000         -9.4575645956325527E+000         -9.4575645956325527E+000         -1.0060124429657082E+001         -9.8999999999999986E+001         -9.5823368457678910E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.4971243293108705E-001          1.3957986415918381E+052         -5.3082043151986715E+034          0.0000000000000000E+000         -9.1833302709941386E+033         -4.3898712880992578E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             680          1.8620815060853836E+008          5.2410764809613952E-001          3.8597858689593698E+000          1.8039977886620497E+002          1.9218992015251723E+002          1.4837528623768879E+000          1.4414481048934107E+000         -6.4232916785453590E-004         -1.0000000000000000E+000          1.4488887197961038E+000          1.3600047517868357E+000         -9.4626180624606331E+000         -9.4626180624606331E+000         -1.0064678053788596E+001         -9.8999999999999986E+001         -9.5875567990689330E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3956038460903320E+052         -5.2535842608014343E+034          0.0000000000000000E+000         -9.1783237094239543E+033         -4.3357518898590393E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             685          1.8737769550797346E+008          5.2415323837033823E-001          3.8598721553667374E+000          1.8042068153506418E+002          1.9214493864456787E+002          1.4836685894821608E+000          1.4415967038481488E+000         -6.4372128777689670E-004         -1.0000000000000000E+000          1.4484883786411926E+000          1.3601048370755633E+000         -9.4671170713510477E+000         -9.4671170713510477E+000         -1.0069177062679010E+001         -9.8999999999999986E+001         -9.5920558079593476E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3954110840476325E+052         -5.2067719233398180E+034          0.0000000000000000E+000         -9.1733909276638080E+033         -4.2894328305734369E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             690          1.8856743169178799E+008          5.2419892248311006E-001          3.8599579417588123E+000          1.8044175312056660E+002          1.9209967745976209E+002          1.4835833052308818E+000          1.4417459337191134E+000         -6.4706710268743026E-004         -1.0000000000000000E+000          1.4480853355973027E+000          1.3602055978365355E+000         -9.4721103258186563E+000         -9.4721103258186563E+000         -1.0074170317146619E+001         -9.8999999999999986E+001         -9.5970490624269562E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3952167447500102E+052         -5.1556144710523005E+034          0.0000000000000000E+000         -9.1684406476793416E+033         -4.2387704062843661E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             695          1.8976836423560247E+008          5.2424467988671342E-001          3.8600436462925245E+000          1.8046289734578301E+002          1.9205428787239563E+002          1.4834976135261058E+000          1.4418955116064469E+000         -6.4847693872849537E-004         -1.0000000000000000E+000          1.4476811022267277E+000          1.3603066561791792E+000         -9.4740563116852954E+000         -9.4740563116852954E+000         -1.0076116303013258E+001         -9.8999999999999986E+001         -9.5989950482935953E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3950216896481293E+052         -5.1345412324361489E+034          0.0000000000000000E+000         -9.1634742344911770E+033         -4.2181938089870311E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             700          1.9097314142276466E+008          5.2429040964652052E-001          3.8601293318738938E+000          1.8048401969143345E+002          1.9200894220787023E+002          1.4834120153890746E+000          1.4420449884702959E+000         -6.5072617560037714E-004         -1.0000000000000000E+000          1.4472773036270383E+000          1.3604076058291017E+000         -9.4757609786281254E+000         -9.4757609786281254E+000         -1.0077820969956088E+001         -9.8999999999999986E+001         -9.6006997152364253E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3948267763026055E+052         -5.1159042651866314E+034          0.0000000000000000E+000         -9.1585216587557744E+033         -4.2000520993110537E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             705          1.9218506590646738E+008          5.2433613447212502E-001          3.8602148972362258E+000          1.8050515797745095E+002          1.9196357673347498E+002          1.4833262902007047E+000          1.4421945065577682E+000         -6.5256945223239647E-004         -1.0000000000000000E+000          1.4468733207261213E+000          1.3605086015543308E+000         -9.4774520208814224E+000         -9.4774520208814224E+000         -1.0079512012209385E+001         -9.8999999999999986E+001         -9.6023907574897223E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3946316639176197E+052         -5.0974738469479444E+034          0.0000000000000000E+000         -9.1535623110364442E+033         -4.1821176158442997E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             710          1.9342101625043088E+008          5.2438237466068538E-001          3.8603011581819011E+000          1.8052658267665478E+002          1.9191763014286670E+002          1.4832392670365708E+000          1.4423458419944764E+000         -6.5525581016986120E-004         -1.0000000000000000E+000          1.4464640992552513E+000          1.3606109069220484E+000         -9.4814059514479041E+000         -9.4814059514479041E+000         -1.0083465942775867E+001         -9.8999999999999986E+001         -9.6063446880562040E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3944338637727359E+052         -5.0574523442320714E+034          0.0000000000000000E+000         -9.1485485462165011E+033         -4.1425974896104216E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             715          1.9466201947146425E+008          5.2442830810036900E-001          3.8603864261587248E+000          1.8054794229065877E+002          1.9187187500384223E+002          1.4831523012254129E+000          1.4424963775532742E+000         -6.5607383657791335E-004         -1.0000000000000000E+000          1.4460564652502028E+000          1.3607128154233104E+000         -9.4851367642173656E+000         -9.4851367642173656E+000         -1.0087196755545328E+001         -9.8999999999999986E+001         -9.6100755008256655E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3942366291044344E+052         -5.0199201989449976E+034          0.0000000000000000E+000         -9.1435572830953270E+033         -4.1055644706354653E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             720          1.9591376380489099E+008          5.2447421460875543E-001          3.8604713191239477E+000          1.8056934825068262E+002          1.9182606073908721E+002          1.4830649849497328E+000          1.4426469836931139E+000         -6.5976249176474963E-004         -1.0000000000000000E+000          1.4456482213750192E+000          1.3608148763921069E+000         -9.4875728078399497E+000         -9.4875728078399497E+000         -1.0089632799167912E+001         -9.8999999999999986E+001         -9.6125115444482496E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3940389256526979E+052         -4.9948640811618991E+034          0.0000000000000000E+000         -9.1385632252938553E+033         -4.0810077586325133E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             725          1.9716636360219878E+008          5.2451968322048603E-001          3.8605550055753692E+000          1.8059062256049839E+002          1.9178057689722760E+002          1.4829780112487956E+000          1.4427963460062123E+000         -6.6089606031978282E-004         -1.0000000000000000E+000          1.4452428132496844E+000          1.3609162284234402E+000         -9.4899198883594025E+000         -9.4899198883594025E+000         -1.0091979879687365E+001         -9.8999999999999986E+001         -9.6148586249677024E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3938424020000935E+052         -4.9707992299606036E+034          0.0000000000000000E+000         -9.1336054224417753E+033         -4.0574386877164258E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             730          1.9841920724192840E+008          5.2456488255540179E-001          3.8606380679106973E+000          1.8061179249053427E+002          1.9173533257614446E+002          1.4828913944656210E+000          1.4429448896025927E+000         -6.6206043965917963E-004         -1.0000000000000000E+000          1.4448395265108045E+000          1.3610170501081602E+000         -9.4939907590228962E+000         -9.4939907590228962E+000         -1.0096050750350859E+001         -9.8999999999999986E+001         -9.6189294956311961E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3936467918988956E+052         -4.9309021872808682E+034          0.0000000000000000E+000         -9.1286820523283347E+033         -4.0180339820480347E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             735          1.9968266616370797E+008          5.2461115522519142E-001          3.8607243865983065E+000          1.8063321828246279E+002          1.9168938882032026E+002          1.4828043120847971E+000          1.4430963579820082E+000         -6.6108617696972411E-004         -1.0000000000000000E+000          1.4444304922092837E+000          1.3611193086835403E+000         -9.4917056755633187E+000         -9.4917056755633187E+000         -1.0093765666891281E+001         -9.8999999999999986E+001         -9.6166444121716186E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3934486853024944E+052         -4.9500189317606817E+034          0.0000000000000000E+000         -9.1236755934230987E+033         -4.0376513724183720E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             740          2.0094851373600140E+008          5.2465704793070300E-001          3.8608096064361530E+000          1.8065453935784467E+002          1.9164371776732446E+002          1.4827174627342135E+000          1.4432467722996414E+000         -6.6343345958994352E-004         -1.0000000000000000E+000          1.4440237791393828E+000          1.3612209869510152E+000         -9.4940240946997072E+000         -9.4940240946997072E+000         -1.0096084086027670E+001         -9.8999999999999986E+001         -9.6189628313080071E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3932515103184179E+052         -4.9264621807589127E+034          0.0000000000000000E+000         -9.1187008642866739E+033         -4.0145920943302452E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             745          2.0223543712996930E+008          5.2470305075992363E-001          3.8608943685026800E+000          1.8067603454185291E+002          1.9159775459397719E+002          1.4826295857128391E+000          1.4433978662675728E+000         -6.6686431058732970E-004         -1.0000000000000000E+000          1.4436142619163599E+000          1.3613233662567710E+000         -9.4980282336154005E+000         -9.4980282336154005E+000         -1.0100088224943363E+001         -9.8999999999999986E+001         -9.6229669702237004E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3930527039542227E+052         -4.8875596781045538E+034          0.0000000000000000E+000         -9.1137030254919645E+033         -3.9761893755553571E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             750          2.0352954994913629E+008          5.2474884863285021E-001          3.8609783593315097E+000          1.8069750587208827E+002          1.9155189059998557E+002          1.4825416136652760E+000          1.4435484786550814E+000         -6.6874025701235402E-004         -1.0000000000000000E+000          1.4432055218430848E+000          1.3614255512750895E+000         -9.5017292347796047E+000         -9.5017292347796047E+000         -1.0103789226107565E+001         -9.8999999999999986E+001         -9.6266679713879046E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3928540814284835E+052         -4.8517772725297202E+034          0.0000000000000000E+000         -9.1087173146155276E+033         -3.9409055410681670E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             755          2.0483406409565827E+008          5.2479460724941784E-001          3.8610619595409528E+000          1.8071901647703726E+002          1.9150598177474615E+002          1.4824533233031043E+000          1.4436991180910914E+000         -6.7011022879516046E-004         -1.0000000000000000E+000          1.4427963026472892E+000          1.3615278560740383E+000         -9.5053367612010966E+000         -9.5053367612010966E+000         -1.0107396752529059E+001         -9.8999999999999986E+001         -9.6302754978093965E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3926550544862096E+052         -4.8171462006696544E+034          0.0000000000000000E+000         -9.1037316325919002E+033         -3.9067730374104640E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             760          2.0616313208935484E+008          5.2484080432039593E-001          3.8611460202398113E+000          1.8074079500258583E+002          1.9145954273466765E+002          1.4823637660352642E+000          1.4438513676323470E+000         -6.7314857641988528E-004         -1.0000000000000000E+000          1.4423822708413836E+000          1.3616313640255144E+000         -9.5072913487428004E+000         -9.5072913487428004E+000         -1.0109351340070763E+001         -9.8999999999999986E+001         -9.6322300853511003E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3924535077403818E+052         -4.7975568297917742E+034          0.0000000000000000E+000         -9.0987023122585270E+033         -3.8876865985659217E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             765          2.0750249417456025E+008          5.2488692537883985E-001          3.8612295829402146E+000          1.8076260313089284E+002          1.9141308432908545E+002          1.4822739114773962E+000          1.4440035425167881E+000         -6.7438820048365132E-004         -1.0000000000000000E+000          1.4419679738022144E+000          1.3617349382853066E+000         -9.5117314372810853E+000         -9.5117314372810853E+000         -1.0113791428609048E+001         -9.8999999999999986E+001         -9.6366701738893852E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3922516469227243E+052         -4.7559794559705096E+034          0.0000000000000000E+000         -9.0936623870048660E+033         -3.8466132172700229E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             770          2.0885143908833614E+008          5.2493284336672053E-001          3.8613122638781130E+000          1.8078440998987571E+002          1.9136669050748023E+002          1.4821838168830694E+000          1.4441552963437752E+000         -6.7664138632173390E-004         -1.0000000000000000E+000          1.4415541064123703E+000          1.3618384051327677E+000         -9.5140617338965896E+000         -9.5140617338965896E+000         -1.0116121725224552E+001         -9.8999999999999986E+001         -9.6390004705048895E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3920497667772307E+052         -4.7333725548335653E+034          0.0000000000000000E+000         -9.0886384105929595E+033         -3.8245087137742697E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             775          2.1020127102806386E+008          5.2497838510577866E-001          3.8613939347117068E+000          1.8080609852590806E+002          1.9132058866586891E+002          1.4820940492846975E+000          1.4443059698182343E+000         -6.7982020470873426E-004         -1.0000000000000000E+000          1.4411427610618184E+000          1.3619412414704055E+000         -9.5165784308762476E+000         -9.5165784308762476E+000         -1.0118638422204208E+001         -9.8999999999999986E+001         -9.6415171674845475E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3918489411205448E+052         -4.7092725610868950E+034          0.0000000000000000E+000         -9.0836479905912371E+033         -3.8009077620277714E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             780          2.1155433043522167E+008          5.2502364745799068E-001          3.8614747926004296E+000          1.8082771047363545E+002          1.9127468732131990E+002          1.4820044467588718E+000          1.4444558722498431E+000         -6.8037740315474464E-004         -1.0000000000000000E+000          1.4407331292309702E+000          1.3620436494281176E+000         -9.5205859519540343E+000         -9.5205859519540343E+000         -1.0122645943281997E+001         -9.8999999999999986E+001         -9.6455246885623342E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3916487831510589E+052         -4.6723820283817019E+034          0.0000000000000000E+000         -9.0786859143990919E+033         -3.7645134369417930E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             785          2.1292165686953729E+008          5.2506909258032142E-001          3.8615558065315638E+000          1.8084943927017937E+002          1.9122855883512148E+002          1.4819142720045271E+000          1.4446064663066844E+000         -6.8201032016755559E-004         -1.0000000000000000E+000          1.4403214445589438E+000          1.3621465705961235E+000         -9.5223998191736499E+000         -9.5223998191736499E+000         -1.0124459810501612E+001         -9.8999999999999986E+001         -9.6473385557819498E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3914474930720454E+052         -4.6547104307333535E+034          0.0000000000000000E+000         -9.0737050074379126E+033         -3.7473399299895618E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             790          2.1431517797596925E+008          5.2511495489472748E-001          3.8616371524659421E+000          1.8087144291891045E+002          1.9118189611892396E+002          1.4818227601063347E+000          1.4447586437079896E+000         -6.8576037399240583E-004         -1.0000000000000000E+000          1.4399048832686616E+000          1.3622507109186943E+000         -9.5257917061428028E+000         -9.5257917061428028E+000         -1.0127851697470765E+001         -9.8999999999999986E+001         -9.6507304427511027E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3912436196887119E+052         -4.6235651692051228E+034          0.0000000000000000E+000         -9.0686752774762431E+033         -3.7166976414574987E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             795          2.1573277277325207E+008          5.2516071485208304E-001          3.8617172185563899E+000          1.8089360330227058E+002          1.9113503018861451E+002          1.4817300923962695E+000          1.4449110081429049E+000         -6.8812614658640638E-004         -1.0000000000000000E+000          1.4394861623653696E+000          1.3623553911445176E+000         -9.5315805466618748E+000         -9.5315805466618748E+000         -1.0133640537989837E+001         -9.8999999999999986E+001         -9.6565192832701747E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3910382958699153E+052         -4.5723695451477221E+034          0.0000000000000000E+000         -9.0636247621805700E+033         -3.6660070689296648E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             800          2.1714963327178007E+008          5.2520606808123538E-001          3.8617962560200820E+000          1.8091562413649172E+002          1.9108849711157262E+002          1.4816378562523793E+000          1.4450621744763550E+000         -6.8873022759789336E-004         -1.0000000000000000E+000          1.4390703409006047E+000          1.3624593465107089E+000         -9.5336843578291273E+000         -9.5336843578291273E+000         -1.0135744349157090E+001         -9.8999999999999986E+001         -9.6586230944374272E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3908342221747233E+052         -4.5526913889123883E+034          0.0000000000000000E+000         -9.0586165947066030E+033         -3.6468297294417281E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             805          2.1858991676646936E+008          5.2525195792088686E-001          3.8618761818380589E+000          1.8093791156022004E+002          1.9104140722149816E+002          1.4815444714325516E+000          1.4452151574946530E+000         -6.9111849612316101E-004         -1.0000000000000000E+000          1.4386495627543059E+000          1.3625645410472838E+000         -9.5354506084593798E+000         -9.5354506084593798E+000         -1.0137510599787342E+001         -9.8999999999999986E+001         -9.6603893450676797E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3906276187101842E+052         -4.5359125985132276E+034          0.0000000000000000E+000         -9.0535614468192695E+033         -3.6305564538313010E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             810          2.2002575954894054E+008          5.2529752931607887E-001          3.8619555610685232E+000          1.8096003995927319E+002          1.9099465353161699E+002          1.4814517452296314E+000          1.4453670809894112E+000         -6.9236351973306538E-004         -1.0000000000000000E+000          1.4382318264363558E+000          1.3626689751267718E+000         -9.5373407160978214E+000         -9.5373407160978214E+000         -1.0139400707425784E+001         -9.8999999999999986E+001         -9.6622794527061213E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3904224273469133E+052         -4.5181866794367087E+034          0.0000000000000000E+000         -9.0485274050652853E+033         -3.6133339389301803E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             815          2.2147088500398737E+008          5.2534315015244204E-001          3.8620349245369128E+000          1.8098220889545451E+002          1.9094782705580624E+002          1.4813587927957266E+000          1.4455192235562535E+000         -6.9386421689610024E-004         -1.0000000000000000E+000          1.4378134397432245E+000          1.3627735718000551E+000         -9.5389828074613892E+000         -9.5389828074613892E+000         -1.0141042798789352E+001         -9.8999999999999986E+001         -9.6639215440696891E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3902168044704098E+052         -4.5025954027249596E+034          0.0000000000000000E+000         -9.0434994973834176E+033         -3.5982454529866182E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             820          2.2294194127033442E+008          5.2538922719953718E-001          3.8621147961263413E+000          1.8100465090469149E+002          1.9090045778272219E+002          1.4812645576368491E+000          1.4456730291096822E+000         -6.9570242946380585E-004         -1.0000000000000000E+000          1.4373901410272842E+000          1.3628793964790398E+000         -9.5430328343715036E+000         -9.5430328343715036E+000         -1.0145092825699466E+001         -9.8999999999999986E+001         -9.6679715709798035E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3900086026805274E+052         -4.4672309215523427E+034          0.0000000000000000E+000         -9.0384097418101644E+033         -3.5633899473713265E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             825          2.2442042768282583E+008          5.2543514197645902E-001          3.8621940458355111E+000          1.8102707573107577E+002          1.9085316503300183E+002          1.4811702328624425E+000          1.4458264607825386E+000         -6.9671104727525622E-004         -1.0000000000000000E+000          1.4369674454627521E+000          1.3629850703701727E+000         -9.5449290931417679E+000         -9.5449290931417679E+000         -1.0146989084469730E+001         -9.8999999999999986E+001         -9.6698678297500678E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3898005172354649E+052         -4.4497505983583248E+034          0.0000000000000000E+000         -9.0333340006801195E+033         -3.5464171982903127E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             830          2.2588488893140358E+008          5.2548039405998270E-001          3.8622720720431789E+000          1.8104918923540399E+002          1.9080653910752147E+002          1.4810771712870978E+000          1.4459777217691259E+000         -6.9952799552303383E-004         -1.0000000000000000E+000          1.4365507176692756E+000          1.3630892523185416E+000         -9.5471755235371738E+000         -9.5471755235371738E+000         -1.0149235514865136E+001         -9.8999999999999986E+001         -9.6721142601454737E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3895952638401920E+052         -4.4295332258921162E+034          0.0000000000000000E+000         -9.0283300117191630E+033         -3.5267002247202000E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             835          2.2736565329354554E+008          5.2552591213635924E-001          3.8623504594390874E+000          1.8107144843516718E+002          1.9075961827898763E+002          1.4809834424555941E+000          1.4461299241578027E+000         -7.0044545461790176E-004         -1.0000000000000000E+000          1.4361313559841886E+000          1.3631940927398136E+000         -9.5489802588352326E+000         -9.5489802588352326E+000         -1.0151040250163195E+001         -9.8999999999999986E+001         -9.6739189954435325E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3893886022534229E+052         -4.4129830231211944E+034          0.0000000000000000E+000         -9.0233044510651176E+033         -3.5106525780146824E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             840          2.2885720404078814E+008          5.2557158154007055E-001          3.8624291044073038E+000          1.8109377938397989E+002          1.9071254771376692E+002          1.4808893987848759E+000          1.4462826400579019E+000         -7.0185585770850170E-004         -1.0000000000000000E+000          1.4357106903107053E+000          1.3632992591581845E+000         -9.5507791105581283E+000         -9.5507791105581283E+000         -1.0152839101886091E+001         -9.8999999999999986E+001         -9.6757178471664282E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3891812126862394E+052         -4.3965460973109509E+034          0.0000000000000000E+000         -9.0182603455644533E+033         -3.4947200627545053E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             845          2.3034608276438758E+008          5.2561695998101821E-001          3.8625071949390772E+000          1.8111597539973934E+002          1.9066576881899044E+002          1.4807958886238670E+000          1.4464344143859633E+000         -7.0407701263798181E-004         -1.0000000000000000E+000          1.4352926481783483E+000          1.3634037696912735E+000         -9.5529156039855181E+000         -9.5529156039855181E+000         -1.0154975595313481E+001         -9.8999999999999986E+001         -9.6778543405938180E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3889750178391248E+052         -4.3774897128491699E+034          0.0000000000000000E+000         -9.0132504947773183E+033         -3.4761646633714377E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             850          2.3186448740141970E+008          5.2566276163308645E-001          3.8625855265000633E+000          1.8113846818366792E+002          1.9061842129662574E+002          1.4807009029635239E+000          1.4465878418714153E+000         -7.0461535056293102E-004         -1.0000000000000000E+000          1.4348693944652766E+000          1.3635095831195418E+000         -9.5547867446436943E+000         -9.5547867446436943E+000         -1.0156846735971657E+001         -9.8999999999999986E+001         -9.6797254812519959E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          2.5000000000000000E-001          1.3887660321844428E+052         -4.3606204574822309E+034          0.0000000000000000E+000         -9.0081806470444652E+033         -3.4598023927777845E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
