model_number age period_days binary_separation v_orb_1 v_orb_2 rl_1 rl_2 rl_relative_overflow_1 rl_relative_overflow_2 star_1_mass star_2_mass lg_mtransfer_rate lg_mstar_dot_1 mstar_dot_1 lg_mstar_dot_2 lg_system_mdot_1 lg_system_mdot_2 lg_wind_mdot_1 lg_wind_mdot_2 fixed_xfer_fraction eff_xfer_fraction J_orb Jdot jdot_mb jdot_gr jdot_ml jdot_ls jdot_missing_wind extra_jdot donor_index point_mass_index
1780 11377123417.602 0.655773587604327 3.88591297859307 241.258591561958 58.5384060929141 1.03147558643396 1.95853247974045 -0.001553729350218 -1 0.35749635032802 1.47337571562473 -9.48388940328032 -9.48388940328032 3.28178855961292E-10 -10.0859493946083 -99 -9.60882813988862 -99 -99 0.5 0.25 4.63634115487987E+051 -1.02508339337067E+035 -9.71982385385976E+034 -5.17972777348852E+032 -4.79212802112084E+033 0 0 0 1 2
1785 11383080643.0947 0.656397326578961 3.8874345328784 241.371695455975 58.2576971832324 1.03040121788855 1.96108812402165 -0.001562514640819 -1 0.355722376726935 1.473819209025 -9.49081441115339 -9.49081441115339 3.22987406220683E-10 -10.0928744024814 -99 -9.61575314776169 -99 -99 0.5 0.25 4.61730462994908E+051 -1.01238605230171E+035 -9.60506025270723E+034 -5.1237795564597E+032 -4.67562474745236E+033 0 0 0 1 2
1790 11388822983.216 0.657060837663847 3.88914991257562 241.472206459277 57.9866971290233 1.02943343135129 1.96367576359176 -0.001779177442369 -1 0.354022329841309 1.47424422074641 -9.72217049080211 -9.72217049080211 1.89596147829776E-10 -10.3242304821301 -99 -9.84710922741041 -99 -99 0.5 0.25 4.59917996791212E+051 -9.77756455921532E+034 -9.45475961456122E+034 -5.05303470528766E+032 -2.72274597601222E+033 0 0 0 1 2
1795 11394891773.3005 0.658359752885173 3.89326258335831 241.516387980172 57.6677410980016 1.02892586491577 1.96768608388677 -0.001583144063191 -1 0.352123943479616 1.47471881733683 -9.50251307910287 -9.50251307910287 3.1440317339678E-10 -10.1045730704308 -99 -9.62745181571117 -99 -99 0.5 0.25 4.5801929246693E+051 -9.8638002032767E+034 -9.3665477925323E+034 -4.99531947706131E+032 -4.47299215973785E+033 0 0 0 1 2
1800 11401026172.2165 0.658975551092352 3.89475796822694 241.628261017193 57.3910949602372 1.02784533108291 1.97023087078748 -0.001592004614371 -1 0.350376246901327 1.4751557414814 -9.50644417058316 -9.50644417058316 3.11570139982371E-10 -10.1085041619111 -99 -9.63138290719146 -99 -99 0.5 0.25 4.56132243205191E+051 -9.74505574154314E+034 -9.25620862803966E+034 -4.94141462381238E+032 -4.39432967265359E+033 0 0 0 1 2
1805 11406923794.0558 0.659625108750065 3.89642596471911 241.727755254681 57.1250791455228 1.02687048543892 1.9727910839364 -0.001819007455948 -1 0.348707262091703 1.47557298768381 -9.74485573690968 -9.74485573690968 1.79946855980253E-10 -10.3469157282376 -99 -9.86979447351798 -99 -99 0.5 0.25 4.54340920412468E+051 -9.41140783962505E+034 -9.11089516813996E+034 -4.87359724678709E+032 -2.51776699017216E+033 0 0 0 1 2
1810 11413448041.3235 0.660989726211989 3.90075288770943 241.770765796541 56.796271510342 1.02634577276049 1.9770027764731 -0.001618444129738 -1 0.346753212484643 1.47606150008557 -9.52058407701494 -9.52058407701494 3.01589295641009E-10 -10.1226440683429 -99 -9.64552281362324 -99 -99 0.5 0.25 4.52377120399401E+051 -9.48813794868872E+034 -9.02212442840137E+034 -4.81537353414052E+032 -4.17859784945947E+033 0 0 0 1 2
1815 11419853585.7453 0.661602116759822 3.90222817940474 241.883228327277 56.5202656778366 1.0252416758028 1.9795628904417 -0.001626011294892 -1 0.345009559572325 1.47649741331365 -9.52442904209019 -9.52442904209019 2.9893100203378E-10 -10.1264890334182 -99 -9.64936777869849 -99 -99 0.5 0.25 4.50482017754329E+051 -9.37262400655513E+034 -8.91445895695474E+034 -4.76274129832702E+032 -4.10537636617121E+033 0 0 0 1 2
1820 11425956238.8585 0.662554314170188 3.90505299947951 241.951179071825 56.2391646041854 1.02451143150509 1.98278525414833 -0.001650850707732 -1 0.343296786622819 1.47692560655103 -9.54506086599502 -9.54506086599502 2.85061872776433E-10 -10.147120857323 -99 -9.66999960260332 -99 -99 0.5 0.25 4.48696133726653E+051 -9.23840424269857E+034 -8.80319638694217E+034 -4.70331015995082E+032 -3.88174754156891E+033 0 0 0 1 2
1825 11432300721.2659 0.66355755623859 3.90804914667187 242.018194359103 55.9497513880972 1.02377797378466 1.98615425382018 -0.00165002748252 -1 0.341537263136518 1.4773654874226 -9.53761181673383 -9.53761181673383 2.89993446356183E-10 -10.1396718080618 -99 -9.66255055334213 -99 -99 0.5 0.25 4.46862633645644E+051 -9.13400357756846E+034 -8.69613486676316E+034 -4.64514442381235E+032 -3.91417266567176E+033 0 0 0 1 2
1830 11439150252.7667 0.664193407240067 3.90958572078702 242.132835639739 55.6669004661727 1.02263244540879 1.9888187602943 -0.001662534841097 -1 0.339752341272102 1.47781171788871 -9.54523655397023 -9.54523655397023 2.84946578162517E-10 -10.1472965452982 -99 -9.67017529057853 -99 -99 0.5 0.25 4.44912696948478E+051 -9.0141459552113E+034 -8.5871373719454E+034 -4.59172462689797E+032 -3.81091336996922E+033 0 0 0 1 2
1835 11445343239.0978 0.664806635283098 3.91113126475449 242.230383298882 55.4122757675104 1.02164433517878 1.99130015060157 -0.001915550042508 -1 0.338153528832861 1.47821142099852 -9.80658569008689 -9.80658569008689 1.5610410005849E-10 -10.4086456814149 -99 -9.93152442669519 -99 -99 0.5 0.25 4.43172543343373E+051 -8.70267644776393E+034 -8.45025824137657E+034 -4.52833113844513E+032 -2.07134895002909E+033 0 0 0 1 2
1840 11452429675.1869 0.66622897169455 3.91565828701104 242.267373108142 55.0836241160658 1.02112322528996 1.99568042193958 -0.001686671564529 -1 0.336207238376188 1.47869799361269 -9.55739702138832 -9.55739702138832 2.77078596177655E-10 -10.1594570127163 -99 -9.68233575799662 -99 -99 0.5 0.25 4.4119917126004E+051 -8.77727278225006E+034 -8.36858211764143E+034 -4.47344628184372E+032 -3.63956201790191E+033 0 0 0 1 2
1845 11459278804.6196 0.666795667163567 3.91696221544543 242.381570130823 54.8156496073311 1.01997106038273 1.99816398548731 -0.001694920124854 -1 0.334509964365443 1.47912231211537 -9.56372033687839 -9.56372033687839 2.73073566889438E-10 -10.1657803282064 -99 -9.68865907348669 -99 -99 0.5 0.25 4.3932503208855E+051 -8.66783971240237E+034 -8.26807757060386E+034 -4.42471281495629E+032 -3.55515013648955E+033 0 0 0 1 2
1850 11465642228.7773 0.667380372981538 3.91840524415975 242.479647380884 54.5665847301574 1.01896407228247 2.00058666287786 -0.001967887138817 -1 0.332943498614654 1.47951392855307 -9.83954641403582 -9.83954641403582 1.44695020598262E-10 -10.4416064053638 -99 -9.96448515064412 -99 -99 0.5 0.25 4.3760582408564E+051 -8.36576131684891E+034 -8.13521896892141E+034 -4.36382299643964E+032 -1.86904117963107E+033 0 0 0 1 2
1855 11472831048.9939 0.668815468012516 3.92299462185902 242.510459804177 54.2455571034437 1.01847638113646 2.00498156686275 -0.001720425049483 -1 0.331048625582227 1.47998764681118 -9.57459274182143 -9.57459274182143 2.66322131595135E-10 -10.1766527331494 -99 -9.69953147842972 -99 -99 0.5 0.25 4.35680267524221E+051 -8.44366573187251E+034 -8.0599676687335E+034 -4.31193055818897E+032 -3.40578757557121E+033 0 0 0 1 2
1860 11479620341.1043 0.669791212022687 3.92589216496032 242.575184368212 53.9673879872515 1.01772079511858 2.008303867106 -0.001735375182132 -1 0.329357217549943 1.48041049881925 -9.58246554163159 -9.58246554163159 2.61537795268984E-10 -10.1845255329596 -99 -9.70740427823989 -99 -99 0.5 0.25 4.33890194161705E+051 -8.33434230143861E+034 -7.96023667382623E+034 -4.25840437154223E+032 -3.31521583896952E+033 0 0 0 1 2
1865 11486439936.5538 0.67078961265962 3.92888066454014 242.636122673428 53.6904774412916 1.0169915312065 2.01167044857679 -0.001747938016271 -1 0.327677869496033 1.48083033583272 -9.58875693461745 -9.58875693461745 2.57776347272579E-10 -10.1908169259454 -99 -9.71369567122575 -99 -99 0.5 0.25 4.32114977983944E+051 -8.22738794956914E+034 -7.86144850494174E+034 -4.20486178630866E+032 -3.23890826764317E+033 0 0 0 1 2
1870 11493508885.7328 0.671805104588417 3.93191311166843 242.698947821266 53.4080983100671 1.01623476460805 2.01510818122173 -0.001757055262379 -1 0.325964374756266 1.48125870951767 -9.59450731910521 -9.59450731910521 2.5438569214975E-10 -10.1965673104332 -99 -9.71944605571351 -99 -99 0.5 0.25 4.30298524808414E+051 -8.11933687368945E+034 -7.76107691233131E+034 -4.15037089894026E+032 -3.16756252368742E+033 0 0 0 1 2
1875 11500505229.2098 0.671883018667483 3.93140063373795 242.851874557441 53.1822443456732 1.01474724977958 2.01650332097001 -0.002051876240276 -1 0.3244636889547 1.48163388096806 -9.8904033020708 -9.8904033020708 1.28705379036133E-10 -10.4924632933988 -99 -10.0153420386791 -99 -99 0.5 0.25 4.28531527288171E+051 -7.83757312951422E+034 -7.6375785788278E+034 -4.10038726736586E+032 -1.58990678012765E+033 0 0 0 1 2
1880 11508106970.9365 0.673338833671135 3.93606241631043 242.878210132107 52.8661310436015 1.01426044418647 2.02096334337341 -0.001780443404562 -1 0.322601451913465 1.48209944022837 -9.60602668870795 -9.60602668870795 2.47726981724124E-10 -10.2080866800359 -99 -9.73096542531625 -99 -99 0.5 0.25 4.26623487678655E+051 -7.91192283663985E+034 -7.56847978531264E+034 -4.05168601999866E+032 -3.02926191127218E+033 0 0 0 1 2
1885 11515471356.1303 0.673817114097929 3.93704901241364 242.994799545954 52.6136974431553 1.01304958314197 2.02326450794564 -0.001794580845474 -1 0.320994009137477 1.48250130092236 -9.61442065389706 -9.61442065389706 2.42984933774667E-10 -10.216480645225 -99 -9.73935939050536 -99 -99 0.5 0.25 4.24807955459394E+051 -7.81519690547153E+034 -7.48058969857194E+034 -4.01037319763831E+032 -2.9450347492321E+033 0 0 0 1 2
1890 11522734470.1272 0.675359102019957 3.94209198072638 243.000169068762 52.3111716539591 1.01273639583393 2.02783038981385 -0.001808341094297 -1 0.319235878694646 1.48294083353307 -9.61831152517811 -9.61831152517811 2.4081773914827E-10 -10.2203715165061 -99 -9.74325026178641 -99 -99 0.5 0.25 4.2303172515041E+051 -7.70603372214754E+034 -7.37735974298715E+034 -3.94822995760094E+032 -2.89191679584387E+033 0 0 0 1 2
1895 11530580591.7903 0.675889341790247 3.94324222937066 243.117441069845 52.0483261242729 1.01149707690694 2.03030440433414 -0.001819944606048 -1 0.317567887457802 1.48335783134228 -9.62378191682348 -9.62378191682348 2.37803412875031E-10 -10.2258419081514 -99 -9.74872065343178 -99 -99 0.5 0.25 4.21147343712023E+051 -7.60890608867779E+034 -7.28692771721271E+034 -3.9049867865203E+032 -2.82928503599878E+033 0 0 0 1 2
1900 11537724994.9666 0.677368477127895 3.94807428404349 243.12209015107 51.760045197718 1.01118659922898 2.03469439288349 -0.001833479052794 -1 0.315892121436574 1.48377677284759 -9.62943278508307 -9.62943278508307 2.34729252049851E-10 -10.231492776411 -99 -9.75437152169137 -99 -99 0.5 0.25 4.19446373979836E+051 -7.5056296338444E+034 -7.19036665450505E+034 -3.84706785469016E+032 -2.76792300792443E+033 0 0 0 1 2
1905 11545334967.1126 0.678388217484312 3.95112315867736 243.180538466052 51.4857141275345 1.01042313516871 2.0381619764211 -0.001849252248353 -1 0.314230312557652 1.48419222506732 -9.63824313152768 -9.63824313152768 2.3001537594435E-10 -10.2403031228556 -99 -9.76318186813598 -99 -99 0.5 0.25 4.17662394472359E+051 -7.40555304406575E+034 -7.09880670043178E+034 -3.79761576331141E+032 -2.68770186000849E+033 0 0 0 1 2
1910 11553144371.967 0.678390986985826 3.95031120787913 243.342877100557 51.2616192369482 1.00881882600614 2.03945909617889 -0.002185107842861 -1 0.312732755612444 1.48456661430362 -9.97037065892629 -9.97037065892629 1.07060518181761E-10 -10.5724306502543 -99 -10.0953093955346 -99 -99 0.5 0.25 4.15863912159915E+051 -7.14087736027658E+034 -6.9793072122474E+034 -3.75020045998184E+032 -1.24068143429356E+033 0 0 0 1 2
1915 11561292256.6121 0.67985377537614 3.95499838401955 243.363548052649 50.9558767016279 1.00833073182122 2.04395055007221 -0.001873523551119 -1 0.310935195598975 1.48501600430699 -9.65151306477724 -9.65151306477724 2.23093509378455E-10 -10.2535730561052 -99 -9.77645180138554 -99 -99 0.5 0.25 4.13999328147513E+051 -7.21321166075268E+034 -6.9202461086139E+034 -3.70688955667919E+032 -2.55896656571989E+033 0 0 0 1 2
1920 11568680475.8855 0.680771457905622 3.95771038680567 243.421085106374 50.7031432081365 1.00757607237177 2.0471309535403 -0.001902245468378 -1 0.309399825110774 1.48539984692904 -9.67317487081523 -9.67317487081523 2.12238969924379E-10 -10.2752348621432 -99 -9.79811360742353 -99 -99 0.5 0.25 4.12334982911958E+051 -7.11348821868723E+034 -6.83550124540441E+034 -3.66179496550239E+032 -2.41369023627796E+033 0 0 0 1 2
1925 11576747015.556 0.681784305884576 3.96072117572066 243.480578397177 50.4301233031309 1.0067761275971 2.05061631187019 -0.001916593860406 -1 0.307744336536315 1.48581371907265 -9.67997501555734 -9.67997501555734 2.0894163290216E-10 -10.2820350068853 -99 -9.80491375216564 -99 -99 0.5 0.25 4.10541039925561E+051 -7.0185476065605E+034 -6.74699093189E+034 -3.61400959867221E+032 -2.35416578683771E+033 0 0 0 1 2
1930 11584742406.9321 0.682741577302548 3.96353780596655 243.541986772839 50.1653417911568 1.00596145104754 2.05395966961415 -0.001930907117329 -1 0.306134258694078 1.48621623853321 -9.68880370584743 -9.68880370584743 2.04736980600107E-10 -10.2908636971754 -99 -9.81374244245573 -99 -99 0.5 0.25 4.08786642592522E+051 -6.92525084490499E+034 -6.66098772831989E+034 -3.56782740606992E+032 -2.28584842524397E+033 0 0 0 1 2
1935 11592753256.5953 0.683698328933577 3.96635936204808 243.601575535216 49.9035370367097 1.00515834954649 2.05729397283134 -0.001943801758795 -1 0.304543565630705 1.48661391179906 -9.69461758689601 -9.69461758689601 2.02014439609932E-10 -10.296677578224 -99 -9.81955632350431 -99 -99 0.5 0.25 4.07051626628853E+051 -6.83598159351703E+034 -6.57724412532924E+034 -3.52278348372965E+032 -2.23509633350487E+033 0 0 0 1 2
1940 11601006446.2047 0.68404685747895 3.96687131022818 243.724687962081 49.6687450484335 1.00384111956338 2.05934363325461 -0.001983615541465 -1 0.303034487371744 1.4869911813638 -9.72318407145813 -9.72318407145813 1.8915417373024E-10 -10.3252440627861 -99 -9.84812280806643 -99 -99 0.5 0.25 4.05291602513918E+051 -6.7393207313622E+034 -6.49702737704411E+034 -3.48619430532056E+032 -2.07431411264886E+033 0 0 0 1 2
1945 11609414278.3455 0.685668145451753 3.97217727044965 243.72093889827 49.370260117914 1.00351720427297 2.06415433729258 -0.001955514421813 -1 0.301305586700497 1.48742340653161 -9.68849221800222 -9.68849221800222 2.04883876218045E-10 -10.2905522093302 -99 -9.81343095461052 -99 -99 0.5 0.25 4.03512100145791E+051 -6.6678018554753E+034 -6.41097709271947E+034 -3.43279651857813E+032 -2.2249679757005E+033 0 0 0 1 2
1950 11617645381.1617 0.686609835664356 3.97494577739775 243.779757161002 49.1134621915656 1.00270470716187 2.06745947932337 -0.001970693761731 -1 0.299744653919564 1.48781363972684 -9.69504554303498 -9.69504554303498 2.01815471533211E-10 -10.2971055343629 -99 -9.81998427964328 -99 -99 0.5 0.25 4.01798405164023E+051 -6.58273872525044E+034 -6.33164706691264E+034 -3.39047529738944E+032 -2.17186905363907E+033 0 0 0 1 2
1955 11626055443.7827 0.687569153892764 3.97777213864132 243.83798820963 48.8545466482081 1.00188736363052 2.07081982007565 -0.001983863136209 -1 0.298172031513186 1.48820679532844 -9.70082735324762 -9.70082735324762 1.99146485631765E-10 -10.3028873445756 -99 -9.82576608985592 -99 -99 0.5 0.25 4.00070091957134E+051 -6.49721282503951E+034 -6.2513825920922E+034 -3.34733042125316E+032 -2.12356928734778E+033 0 0 0 1 2
1960 11634549472.4486 0.687854072610704 3.97806087377628 243.963215839753 48.6293186178419 1.00053923365284 2.07272621397063 -0.00204469298581 -1 0.296717539600222 1.48857041830668 -9.75271331130348 -9.75271331130348 1.76720401148615E-10 -10.3547733026314 -99 -9.87765204791178 -99 -99 0.5 0.25 3.98351912784839E+051 -6.3925818312226E+034 -6.17265604904326E+034 -3.31206157596651E+032 -1.86805166419668E+033 0 0 0 1 2
1965 11643190667.4021 0.689456889588862 3.98330408878175 243.956922532753 48.3401565961469 1.0002142211294 2.07749090189309 -0.002009468472255 -1 0.295043709677155 1.48898887578745 -9.71361032241529 -9.71361032241529 1.93370258404276E-10 -10.3156703137433 -99 -9.83854905902359 -99 -99 0.5 0.25 3.96616595150863E+051 -6.32752485311679E+034 -6.09247066690704E+034 -3.26201000021722E+032 -2.02434086207574E+033 0 0 0 1 2
1970 11651421761.7993 0.690320232302834 3.98581025583635 244.015326121296 48.0998682672523 0.999398505040209 2.08058604665478 -0.002047645135003 -1 0.293579025132944 1.4893550469235 -9.7411760564499 -9.7411760564499 1.81477982919213E-10 -10.3432360477779 -99 -9.8661147930582 -99 -99 0.5 0.25 3.94990510885717E+051 -6.23765974121858E+034 -6.0170910484148E+034 -3.22257095780942E+032 -1.88342983225689E+033 0 0 0 1 2
1975 11660200914.192 0.691236562744633 3.9884746428897 244.075998462893 47.8469673414374 0.998539719646742 2.08386723944643 -0.002057996819598 -1 0.292038348369147 1.48974021611445 -9.7474852799671 -9.7474852799671 1.7886061513268E-10 -10.3495452712951 -99 -9.8724240165754 -99 -99 0.5 0.25 3.93278049466451E+051 -6.15673633658909E+034 -5.94099308696111E+034 -3.1819736442205E+032 -1.83923513185771E+033 0 0 0 1 2
1980 11668989311.5276 0.692252604146969 3.99152114043474 244.124715678712 47.5924362568089 0.997772397178282 2.08735438103972 -0.002232457990581 -1 0.290501717841528 1.49012437374635 -9.90022743255134 -9.90022743255134 1.25826630680257E-10 -10.5022874238793 -99 -10.0251661691596 -99 -99 0.5 0.25 3.91585681149842E+051 -6.00722697260778E+034 -5.84765206028963E+034 -3.13412897112243E+032 -1.28233622606918E+033 0 0 0 1 2
1985 11677913849.2579 0.693150255840542 3.99411932172206 244.185533542659 47.3434754821107 0.996903399546945 2.09059529617267 -0.002252331562829 -1 0.288983679861995 1.49050388324123 -9.91163156499876 -9.91163156499876 1.22565554682446E-10 -10.5136915563267 -99 -10.0365703016071 -99 -99 0.5 0.25 3.89890090157151E+051 -5.92836905370697E+034 -5.77365330557505E+034 -3.09483772269191E+032 -1.23767370905E+033 0 0 0 1 2
1990 11686903029.5456 0.694695170235327 3.99914784480194 244.180579685045 47.066319067553 0.996541031721063 2.09523340368701 -0.002083995010998 -1 0.287375257525751 1.4909059888253 -9.74265680726685 -9.74265680726685 1.80860277447881E-10 -10.3447167985948 -99 -9.86759554387515 -99 -99 0.5 0.25 3.88200300731345E+051 -5.92635535886066E+034 -5.71495098137727E+034 -3.05518163148343E+032 -1.80852561168557E+033 0 0 0 1 2
1995 11696083086.7048 0.695587013370632 4.00171809983466 244.242048605825 46.8183740890158 0.995652515773211 2.09847751818453 -0.002101828875564 -1 0.285861944840268 1.49128431699667 -9.75231785805353 -9.75231785805353 1.7688138980215E-10 -10.3543778493815 -99 -9.87725659466183 -99 -99 0.5 0.25 3.86501499684689E+051 -5.84771044566838E+034 -5.6423011527767E+034 -3.01686409032582E+032 -1.75240651988424E+033 0 0 0 1 2
2000 11705320078.7109 0.696472767577015 4.00426917275284 244.302981805347 46.572591959241 0.994764609629453 2.10170598568514 -0.002116673229798 -1 0.284361826363153 1.49165934661594 -9.75895419439168 -9.75895419439168 1.74199059373433E-10 -10.3610141857196 -99 -9.88389293099998 -99 -99 0.5 0.25 3.8481433335431E+051 -5.77168065101306E+034 -5.57089618326649E+034 -2.97908409341006E+032 -1.70993626812466E+033 0 0 0 1 2
2005 11714417806.9933 0.697381716431283 4.00692717189874 244.357257492245 46.3320257820415 0.993933829983374 2.10495367809452 -0.002215663075829 -1 0.28289946669221 1.49202493653368 -9.84236277189668 -9.84236277189668 1.43759723268647E-10 -10.4444227632246 -99 -9.96730150850498 -99 -99 0.5 0.25 3.83174618499268E+051 -5.66155767757595E+034 -5.49230766163383E+034 -2.93872010608173E+032 -1.39862814881297E+033 0 0 0 1 2
2010 11724235797.7948 0.698261509315229 4.00942571066114 244.423795107686 46.0802589080632 0.992974849746615 2.10822887409423 -0.002151248311974 -1 0.281358246245091 1.49241024164546 -9.77491840208993 -9.77491840208993 1.67911947174859E-10 -10.3769783934179 -99 -9.89985713869823 -99 -99 0.5 0.25 3.81428566718115E+051 -5.62144171034894E+034 -5.4306201939295E+034 -2.90519018485418E+032 -1.61769614570903E+033 0 0 0 1 2
2015 11733852343.0781 0.698319447226572 4.00887424367858 244.56736514663 45.8726330571409 0.991431713180009 2.10968846499421 -0.00216104650121 -1 0.279990242477288 1.49275224258741 -9.78408445585989 -9.78408445585989 1.64405197859222E-10 -10.3861444471878 -99 -9.90902319246819 -99 -99 0.5 0.25 3.79744723345136E+051 -5.55427011364198E+034 -5.36850336543681E+034 -2.87851948403345E+032 -1.56981553364829E+033 0 0 0 1 2
2020 11743138651.7639 0.699931790939739 4.01417212419451 244.548355851056 45.60553610598 0.991153388413608 2.11445353003352 -0.002178871154025 -1 0.278453272149657 1.49313648516932 -9.78772404149152 -9.78772404149152 1.63033164557E-10 -10.3897840328195 -99 -9.91266277809982 -99 -99 0.5 0.25 3.78129863110771E+051 -5.47777807969244E+034 -5.29522074098401E+034 -2.8337968921299E+032 -1.54219369787129E+033 0 0 0 1 2
2025 11752004241.5156 0.700776055184011 4.01663759976975 244.5978581971 45.3844648098345 0.990367272292993 2.11748918774276 -0.002401614958879 -1 0.277109721440404 1.49347237284663 -9.98351792103965 -9.98351792103965 1.03868074066965E-10 -10.5855779123676 -99 -10.108456657648 -99 -99 0.5 0.25 3.76612711853022E+051 -5.33939622067216E+034 -5.21401002598836E+034 -2.79374707396714E+032 -9.74487239441255E+032 0 0 0 1 2
2030 11761860806.8923 0.702324162495844 4.02166237179875 244.590049326452 45.115041567636 0.989973894528137 2.12217194668079 -0.002208608678519 -1 0.275545590762277 1.49386340551616 -9.79559076308294 -9.79559076308294 1.60106600703794E-10 -10.3976507544109 -99 -9.92052949969124 -99 -99 0.5 0.25 3.74943450688013E+051 -5.33810130742514E+034 -5.16180444060364E+034 -2.75810664755451E+032 -1.4871580034595E+033 0 0 0 1 2
2035 11771770633.9579 0.703158937506331 4.02402667862276 244.652233849727 44.8790388320273 0.989041014027896 2.1253081442669 -0.002225022360819 -1 0.274100764713169 1.49422461202844 -9.80419999009882 -9.80419999009882 1.56963982781442E-10 -10.4062599814268 -99 -9.92913872670712 -99 -99 0.5 0.25 3.73291583212368E+051 -5.26899630689233E+034 -5.09730450502708E+034 -2.72452017677028E+032 -1.44446600097548E+033 0 0 0 1 2
2040 11781796621.5379 0.703973826231189 4.02631656491175 244.716068354872 44.6446238841121 0.988090064075409 2.12840582426066 -0.002245388379637 -1 0.272663490753963 1.49458393051824 -9.81378490721724 -9.81378490721724 1.53537721993117E-10 -10.4158448985452 -99 -9.93872364382554 -99 -99 0.5 0.25 3.71642444992089E+051 -5.20021628525528E+034 -5.03331896284591E+034 -2.6913562302551E+032 -1.39983760106815E+033 0 0 0 1 2
2045 11791621140.3014 0.704748395646588 4.02847934375816 244.779072679302 44.4188535951902 0.987154784423822 2.13137886802991 -0.002282209705224 -1 0.271277659981807 1.49493038821128 -9.84126024809967 -9.84126024809967 1.44125143230077E-10 -10.4433202394276 -99 -9.96619898470797 -99 -99 0.5 0.25 3.70047411467064E+051 -5.1256973548172E+034 -4.96889060071114E+034 -2.65807369124541E+032 -1.30226017193613E+033 0 0 0 1 2
2050 11801627019.4173 0.705995008235884 4.03239596077275 244.795620574711 44.1723247225251 0.986564484138235 2.13538673396416 -0.002375711203774 -1 0.269819582782762 1.49529490751104 -9.91505660028765 -9.91505660028765 1.21602750912756E-10 -10.5171165916156 -99 -10.039995336896 -99 -99 0.5 0.25 3.6844120594846E+051 -5.03153063873878E+034 -4.89648528499567E+034 -2.61811901550303E+032 -1.08864163588078E+033 0 0 0 1 2
2055 11811685588.0628 0.707131472922895 4.03590501700813 244.821974747975 43.9326168368666 0.985896453091262 2.13915240647101 -0.002303757608275 -1 0.268390585427469 1.49565215684986 -9.84097795812009 -9.84097795812009 1.44218854550125E-10 -10.4430379494481 -99 -9.96591669472839 -99 -99 0.5 0.25 3.6684831176558E+051 -4.99620075676711E+034 -4.84243500500696E+034 -2.58647697430289E+032 -1.27900982017121E+033 0 0 0 1 2
2060 11822327008.1968 0.707922890846788 4.03809505324442 244.888862998184 43.6994313172663 0.984893078755943 2.14223645370856 -0.002303063341283 -1 0.266957055588719 1.49601053930955 -9.83611502377313 -9.83611502377313 1.45842794152481E-10 -10.4381750151011 -99 -9.96105376038143 -99 -99 0.5 0.25 3.65186647470809E+051 -4.93577248792221E+034 -4.78210973431142E+034 -2.55508707133494E+032 -1.28111882897435E+033 0 0 0 1 2
2065 11832185458.5486 0.708582847996063 4.0398594941657 244.956282871133 43.4892080696664 0.983922741485535 2.14492459076467 -0.00235225299179 -1 0.265657379069252 1.49633545843942 -9.87196229620955 -9.87196229620955 1.34288153993065E-10 -10.4740222875375 -99 -9.99690103281785 -99 -99 0.5 0.25 3.63667625710877E+051 -4.86527974130845E+034 -4.72307897095607E+034 -2.52548512089195E+032 -1.1694591914346E+033 0 0 0 1 2
2070 11842515049.7975 0.709416125346147 4.04224356665711 245.010961455027 43.2657451148454 0.983027183813414 2.14803792704596 -0.002582745211322 -1 0.264293563796433 1.49667641225762 -10.0661448515941 -10.0661448515941 8.58727059819262E-11 -10.6682048429221 -99 -10.1910835882024 -99 -99 0.5 0.25 3.62094971652201E+051 -4.74682134223451E+034 -4.64781144235667E+034 -2.48856723503884E+032 -7.41242275274526E+032 0 0 0 1 2
2075 11853264131.2164 0.710944661784583 4.04719042548082 245.00002808713 43.0089131285732 0.982607046301866 2.15269928007592 -0.002353851579421 -1 0.262801867252219 1.49704933639368 -9.85313165526262 -9.85313165526262 1.40238850962306E-10 -10.4551916465906 -99 -9.97807039187092 -99 -99 0.5 0.25 3.60475815903986E+051 -4.74818024200867E+034 -4.603766164808E+034 -2.45779884713521E+032 -1.19836088729324E+033 0 0 0 1 2
2080 11863970849.0525 0.711634184846736 4.04902940106713 245.070215091543 42.7904055250442 0.981576747285487 2.15552778338934 -0.002371054743668 -1 0.261450790547409 1.49738710556988 -9.86064882475271 -9.86064882475271 1.37832354583421E-10 -10.4627088160807 -99 -9.98558756136101 -99 -99 0.5 0.25 3.58888328958142E+051 -4.68855893402702E+034 -4.54756679736762E+034 -2.42932135079214E+032 -1.16698923151477E+033 0 0 0 1 2
2085 11874366231.1051 0.712261599738177 4.05066688067536 245.140727945911 42.5826348519201 0.980559562666571 2.15817231948467 -0.002421823536699 -1 0.260162415615987 1.49770919930273 -9.8979891136363 -9.8979891136363 1.26476805073472E-10 -10.5000491049643 -99 -10.0229278502446 -99 -99 0.5 0.25 3.5736701990569E+051 -4.62102705204484E+034 -4.49086759212036E+034 -2.40119838847157E+032 -1.06147476039762E+033 0 0 0 1 2
