model_number age period_days binary_separation v_orb_1 v_orb_2 rl_1 rl_2 rl_relative_overflow_1 rl_relative_overflow_2 star_1_mass star_2_mass lg_mtransfer_rate lg_mstar_dot_1 mstar_dot_1 lg_mstar_dot_2 lg_system_mdot_1 lg_system_mdot_2 lg_wind_mdot_1 lg_wind_mdot_2 fixed_xfer_fraction eff_xfer_fraction J_orb Jdot jdot_mb jdot_gr jdot_ml jdot_ls jdot_missing_wind extra_jdot donor_index point_mass_index
1140 10946595264.4183 0.589393867797705 3.77869979100598 223.470036303968 100.888181717567 1.18123753844031 1.69700854169098 -0.000651422191598 -1 0.64821333289638 1.43580996870962 -8.80498871677332 -8.80498871677332 1.5667917757534E-09 -10.0587102482344 -99 -8.82990370696385 -99 -99 0.5 0.055754312960837 7.57194694879032E+051 -4.97368581021313E+035 -4.18558190432496E+035 -1.90064174036672E+033 -7.69097488484502E+034 0 0 0 1 2
1145 10948321249.247 0.589526059636798 3.77773541728724 223.657777278345 100.54494666677 1.17965924362967 1.69800458927897 -0.000657012821419 -1 0.64553354423172 1.435960756337 -8.808102782282 -8.808102782282 1.55559743264771E-09 -10.0586448171453 -99 -8.83320624010368 -99 -99 0.5 0.056163991524346 7.54505258193468E+051 -4.9204064313399E+035 -4.1432916380938E+035 -1.88595323509583E+033 -7.58255260895144E+034 0 0 0 1 2
1150 10950086194.1341 0.589671190438974 3.77680738985472 223.846827228517 100.196480340464 1.17807296367362 1.69903945250665 -0.000659264869008 -1 0.642821996111388 1.43611495946055 -8.81342585424926 -8.81342585424926 1.53664711793742E-09 -10.0586278084711 -99 -8.83884915881063 -99 -99 0.5 0.056858846618026 7.5178632753206E+051 -4.86287775094785E+035 -4.10069535690341E+035 -1.87102775818507E+033 -7.43472116462591E+034 0 0 0 1 2
1155 10951883763.3091 0.589731390473118 3.77553243065739 224.045404181905 99.8554468583483 1.17638615359935 1.69991047404698 -0.000685494291917 -1 0.640136252443366 1.43627203044431 -8.84986300220792 -8.84986300220792 1.4129831985698E-09 -10.0585757718988 -99 -8.87758726006357 -99 -99 0.5 0.061842527421607 7.49056507813198E+051 -4.75099593198411E+035 -4.05693602019214E+035 -1.85627237727187E+033 -6.75497188019247E+034 0 0 0 1 2
1160 10953698672.9167 0.589930701725228 3.77481502922974 224.231080826837 99.4988138929016 1.17484150641739 1.70106876714791 -0.000669364855949 -1 0.637392214591195 1.43643064270329 -8.82510243041968 -8.82510243041968 1.49588280340936E-09 -10.0585037257335 -99 -8.85124751047944 -99 -99 0.5 0.058424997796675 7.4632184552606E+051 -4.74736795159279E+035 -4.01612031629269E+035 -1.84147944119575E+033 -7.12832840888138E+034 0 0 0 1 2
1165 10955523758.2762 0.590071508361964 3.77387523135955 224.421238775854 99.1508271759178 1.1732455216802 1.702107653694 -0.000669639124569 -1 0.634695282951855 1.43659014959628 -8.82786310827216 -8.82786310827216 1.48640409023568E-09 -10.058503725715 -99 -8.85418006879946 -99 -99 0.5 0.058797570641202 7.43609068483564E+051 -4.69627501957098E+035 -3.97474737978245E+035 -1.82688500683871E+033 -7.03258789720146E+034 0 0 0 1 2
1170 10957369878.5876 0.590242092702973 3.77305528728703 224.608922180208 98.7993473576881 1.17167743804881 1.70321196264103 -0.000678827907295 -1 0.631987858333646 1.43675151190412 -8.83192663265648 -8.83192663265648 1.47256124789526E-09 -10.0584268255123 -99 -8.85850356307798 -99 -99 0.5 0.059360808458952 7.40895268570856E+051 -4.64287819793319E+035 -3.93319533210398E+035 -1.81203271584457E+033 -6.91562538670764E+034 0 0 0 1 2
1175 10959192247.2168 0.590404610057894 3.77224061556837 224.792739792092 98.4566964260649 1.17014073961059 1.70428609702767 -0.000682093341444 -1 0.629350804621624 1.43691081253667 -8.83789086280415 -8.83789086280415 1.45247657572335E-09 -10.0583866215149 -99 -8.86484951360417 -99 -99 0.5 0.060187214071169 7.38248159393655E+051 -4.58793600977021E+035 -3.89296374471795E+035 -1.79759367206512E+033 -6.76996328331607E+034 0 0 0 1 2
1180 10961040793.5552 0.590582208986117 3.77148289524508 224.97602076475 98.1112976432573 1.16861193656322 1.70539777675471 -0.00068581215078 -1 0.626702523308903 1.43707241963031 -8.84234541327074 -8.84234541327074 1.43765469418411E-09 -10.0583455041195 -99 -8.86959356610939 -99 -99 0.5 0.060813487406482 7.3559324159492E+051 -4.5358723660573E+035 -3.85289001713145E+035 -1.78311411397551E+033 -6.65151207786096E+034 0 0 0 1 2
1185 10962924716.5999 0.590778643414637 3.77079036517248 225.159326615168 97.7612585129495 1.16708690885371 1.70655825323616 -0.000690156660282 -1 0.624029718156983 1.43723713529596 -8.8468334825461 -8.8468334825461 1.42287424185244E-09 -10.0583029834477 -99 -8.87437663236711 -99 -99 0.5 0.061451218539595 7.32918216606716E+051 -4.48374152516322E+035 -3.812660454559E+035 -1.76843603808988E+033 -6.53396710223328E+034 0 0 0 1 2
1190 10964823789.5958 0.590971744854991 3.77009101549351 225.342524226362 97.4126749224318 1.16556203245124 1.70771396390908 -0.000694083556466 -1 0.621370913767096 1.43740319522706 -8.85070388116719 -8.85070388116719 1.41025003388597E-09 -10.0582594895462 -99 -8.87850452652265 -99 -99 0.5 0.062007524226096 7.30253796640058E+051 -4.43328006220037E+035 -3.77292536718221E+035 -1.75390203816829E+033 -6.42815674636474E+034 0 0 0 1 2
1195 10966724453.827 0.591113214537362 3.76920337636641 225.528716826803 97.073266048903 1.1640008908965 1.70876053521505 -0.000714174382539 -1 0.618766246522133 1.43756940786944 -8.87778518747501 -8.87778518747501 1.32499674848701E-09 -10.0582143404561 -99 -8.90744021297554 -99 -99 0.5 0.066004089880467 7.27622213633962E+051 -4.34771655216958E+035 -3.73296366824268E+035 -1.73961795697784E+033 -5.97356704357119E+034 0 0 0 1 2
1200 10968664938.9344 0.59126407158517 3.7683409297829 225.716188670322 96.7296874575073 1.16243094658826 1.70983804965068 -0.000737200481767 -1 0.61613682781031 1.43773912775082 -8.90880178423367 -8.90880178423367 1.23366776141716E-09 -10.0581683454942 -99 -8.94073834767087 -99 -99 0.5 0.070897910969348 7.24966565283803E+051 -4.25949104109303E+035 -3.69272740054276E+035 -1.72514424058201E+033 -5.4951219814445E+034 0 0 0 1 2
1205 10970655949.9377 0.591544840417833 3.76797508680055 225.894588890162 96.3669533704178 1.16096467930541 1.71119757501869 -0.000710359576572 -1 0.6134158623147 1.43791330108419 -8.86875018642654 -8.86875018642654 1.35285052205791E-09 -10.0580728732024 -99 -8.89778355584267 -99 -99 0.5 0.064666195847011 7.22265326685998E+051 -4.27472861619004E+035 -3.65526356749201E+035 -1.71075094075605E+033 -6.02357539290471E+034 0 0 0 1 2
1210 10972612311.0018 0.591735789713476 3.76729645281884 226.075831025429 96.0236971012633 1.15945582966411 1.71235528698179 -0.000713251729309 -1 0.610813571188117 1.43808445078238 -8.87099675180002 -8.87099675180002 1.34587042012886E-09 -10.0580728731786 -99 -8.90018587241142 -99 -99 0.5 0.065001574822885 7.19648664958594E+051 -4.22941926441997E+035 -3.61748701917907E+035 -1.69680017326984E+033 -5.94964243508204E+034 0 0 0 1 2
1215 10974610375.7401 0.5919639550466 3.76675317467682 226.255747478231 95.6731995336036 1.15796551430031 1.71360148021974 -0.000718942177354 -1 0.60817401356402 1.43825926912199 -8.87716244820562 -8.87716244820562 1.32689803759779E-09 -10.0580225643731 -99 -8.90678703435698 -99 -99 0.5 0.065938624567942 7.17005614318659E+051 -4.17787811510891E+035 -3.5791111840157E+035 -1.68239453655899E+033 -5.81942985727619E+034 0 0 0 1 2
1220 10976597249.3905 0.592197386063566 3.76625674649898 226.432008638219 95.3276301979006 1.15650714497385 1.71485005751422 -0.000723619673926 -1 0.605578788128123 1.43843312898771 -8.88187336846108 -8.88187336846108 1.31258256591271E-09 -10.0579709103696 -99 -8.9118361430668 -99 -99 0.5 0.06666570222009 7.14408001383978E+051 -4.12967486796924E+035 -3.54169927369077E+035 -1.66826930435152E+033 -5.71292901234956E+034 0 0 0 1 2
1225 10978605732.9956 0.592433795113927 3.76577438903783 226.608123408892 94.9819257226853 1.15505030312781 1.71610906168406 -0.000728847627344 -1 0.602987402935522 1.43860890141739 -8.88732830137934 -8.88732830137934 1.29619904941235E-09 -10.057917535033 -99 -8.91768720676069 -99 -99 0.5 0.067516631461549 7.11813015593197E+051 -4.08088041509499E+035 -3.50454778043092E+035 -1.6542030958173E+033 -5.59790603705901E+034 0 0 0 1 2
1230 10980628664.9717 0.59271479341051 3.76547639022231 226.779399967784 94.6327510730192 1.15364280858823 1.71746108971081 -0.000732920042525 -1 0.600390836551602 1.43878596062656 -8.8910774731049 -8.8910774731049 1.28505740014093E-09 -10.0578627591209 -99 -8.92171310190744 -99 -99 0.5 0.068110601238479 7.09227390338726E+051 -4.03478863290666E+035 -3.4675749399621E+035 -1.63991069657424E+033 -5.50814585978815E+034 0 0 0 1 2
1235 10982727134.7765 0.592940757631567 3.76492566943138 226.961204119892 94.2814694237617 1.15213479585215 1.71872485449894 -0.000738997360745 -1 0.597759311502064 1.43896965057477 -8.89763659684387 -8.89763659684387 1.26579507961254E-09 -10.0578059560536 -99 -8.92875975069824 -99 -99 0.5 0.06915612343491 7.06581556332158E+051 -3.98473440592911E+035 -3.43033540002349E+035 -1.62585150802657E+033 -5.38140490825354E+034 0 0 0 1 2
1240 10984817683.9525 0.593118493802544 3.76420730095498 227.144785623038 93.9403466075239 1.1506025687092 1.71988232685652 -0.000744207803999 -1 0.595190864174963 1.43915267646016 -8.9037152459094 -8.9037152459094 1.24820165503167E-09 -10.0577478714774 -99 -8.93529780160222 -99 -99 0.5 0.070140260487011 7.03980248531732E+051 -3.93683187388982E+035 -3.394281073645E+035 -1.61241148927792E+033 -5.26426685352041E+034 0 0 0 1 2
1245 10986865218.544 0.593443954829585 3.76412105364055 227.308159106041 93.5935283640583 1.14926926488424 1.72132303109032 -0.000746088876675 -1 0.592641107138217 1.43933198618342 -8.90373197063292 -8.90373197063292 1.24815358758783E-09 -10.05762740724 -99 -8.93532487638576 -99 -99 0.5 0.070162420541603 7.01452540244552E+051 -3.89753326755056E+035 -3.35875571770677E+035 -1.5982807418737E+033 -5.22794742425049E+034 0 0 0 1 2
1250 10988918156.7435 0.593699299759025 3.76377009181503 227.476786397115 93.256976441345 1.14787792455775 1.72261772035607 -0.000753235340882 -1 0.590145998042434 1.43951176911944 -8.91160395602002 -8.91160395602002 1.22573346670367E-09 -10.05762740721 -99 -8.94379668539534 -99 -99 0.5 0.071445774548701 6.98952320815429E+051 -3.84908690004311E+035 -3.32400050745946E+035 -1.58486959200373E+033 -5.09237696663606E+034 0 0 0 1 2
1255 10991059785.9638 0.593983135432689 3.76349075672339 227.648983799262 92.9077234921426 1.14646076273118 1.72400008994085 -0.000757873646404 -1 0.587567695503214 1.43969934647998 -8.91597677407259 -8.91597677407259 1.21345374384063E-09 -10.0575638632189 -99 -8.9485127355761 -99 -99 0.5 0.0721793407069 6.9637375287368E+051 -3.80436415398574E+035 -3.28844471428402E+035 -1.57097008258274E+033 -5.00209738875885E+034 0 0 0 1 2
1260 10993184894.2898 0.594260706790781 3.76321476383831 227.818227467699 92.5652551877905 1.14506713855444 1.72535933577152 -0.000763366735593 -1 0.58504260467972 1.43988550478063 -8.92159478473616 -8.92159478473616 1.19785766231955E-09 -10.0574986669741 -99 -8.95457600210712 -99 -99 0.5 0.073130091660039 6.93845666317041E+051 -3.75920538833892E+035 -3.2537592084677E+035 -1.55737905927022E+033 -4.89872389278519E+034 0 0 0 1 2
1265 10995274767.2544 0.59454723353782 3.76301360242277 227.981428236618 92.2305360989449 1.14372601262904 1.72672000534412 -0.000794574804527 -1 0.582583855501148 1.44006860485187 -8.96285077520502 -8.96285077520502 1.08930431703838E-09 -10.0574313745308 -99 -8.99926609727626 -99 -99 0.5 0.08043024667742 6.91387649484286E+051 -3.67276263731072E+035 -3.21832135448927E+035 -1.54347886264684E+033 -4.39006494194976E+034 0 0 0 1 2
1270 10997401067.2842 0.594829122308894 3.76278724540014 228.14647629774 91.8944873698878 1.14236779891461 1.72808065966582 -0.000799766847264 -1 0.580116290727676 1.44025492018582 -8.96788573700572 -8.96788573700572 1.07674846917597E-09 -10.0573621347169 -99 -9.00475036462061 -99 -99 0.5 0.081381108718091 6.88916210327789E+051 -3.63075872142909E+035 -3.18490734330987E+035 -1.53029687899578E+033 -4.30548409329265E+034 0 0 0 1 2
1275 10999545496.964 0.595224393527796 3.76301483933284 228.300253827585 91.547524909643 1.14112386759321 1.72967739358902 -0.000775941675155 -1 0.577612052185116 1.44044285476738 -8.93236560379623 -8.93236560379623 1.16851528113024E-09 -10.057290716308 -99 -8.96622497573241 -99 -99 0.5 0.075002352835029 6.86446168768832E+051 -3.63549402122215E+035 -3.15309509591214E+035 -1.51701618117399E+033 -4.67228763498272E+034 0 0 0 1 2
1280 11001732536.3299 0.595521927939223 3.7628455747802 228.465324399818 91.208272209393 1.13976665931699 1.73108454627891 -0.000782516470477 -1 0.575132302904441 1.44063454961869 -8.93933824051434 -8.93933824051434 1.14990446280964E-09 -10.0572172638294 -99 -8.97377397845218 -99 -99 0.5 0.076229132364687 6.83962614722445E+051 -3.59092604343027E+035 -3.11987679593867E+035 -1.50382848523636E+033 -4.56010962639237E+034 0 0 0 1 2
1285 11003944524.9545 0.595828166541616 3.76271221171223 228.629783457046 90.8681860112556 1.13841544948576 1.73251463252902 -0.000788305689851 -1 0.572652726760373 1.44082846442091 -8.94512222550405 -8.94512222550405 1.13469142927592E-09 -10.0571414916465 -99 -8.98004505772362 -99 -99 0.5 0.077264630825203 6.81479905697834E+051 -3.54811406999166E+035 -3.08685159455868E+035 -1.4906071068197E+033 -4.46356404364778E+034 0 0 0 1 2
1290 11006165317.6187 0.596137009433879 3.76260053573824 228.792785866185 90.5301824397991 1.13707640906196 1.7339491925498 -0.000793166818374 -1 0.570193202449717 1.44102317873029 -8.94960453577172 -8.94960453577172 1.12304061844322E-09 -10.0570635566548 -99 -8.98491139863973 -99 -99 0.5 0.078080211151256 6.79016595452207E+051 -3.50748683962015E+035 -3.05438003258956E+035 -1.47756226858887E+033 -4.38331184344707E+034 0 0 0 1 2
1295 11008398432.9521 0.596448534787938 3.76250853834375 228.954651324479 90.19373092054 1.13574680365838 1.73538971397253 -0.000797544337937 -1 0.567749634102906 1.44121900922528 -8.95339902895414 -8.95339902895414 1.11327119206162E-09 -10.0569832106831 -99 -8.9890356573495 -99 -99 0.5 0.078779971302528 6.76568449994916E+051 -3.46822976457274E+035 -3.02239116135048E+035 -1.46468107513402E+033 -4.31191792470926E+034 0 0 0 1 2
1300 11010663163.9363 0.596762975857852 3.76242597127113 229.116981134421 89.8562383462271 1.13441301952677 1.73684345766293 -0.000802933132949 -1 0.565302347010711 1.4414176417695 -8.95848209929186 -8.95848209929186 1.10031719712936E-09 -10.0569005902846 -99 -8.99456334722707 -99 -99 0.5 0.079722610108106 6.74114927560355E+051 -3.42780927009752E+035 -2.99050942567461E+035 -1.45182138847633E+033 -4.22781630538153E+034 0 0 0 1 2
1305 11012951325.9045 0.597083218295835 3.76236928753973 229.278762964975 89.5185739199919 1.13308409449277 1.73831338207566 -0.000810817982206 -1 0.562859019424426 1.441618359701 -8.96715908421771 -8.96715908421771 1.07855157108392E-09 -10.0569005901735 -99 -9.00400023350396 -99 -99 0.5 0.081331446058041 6.71665117290924E+051 -3.38387737320617E+035 -2.95867512657968E+035 -1.43893104899823E+033 -4.10812936136509E+034 0 0 0 1 2
1310 11015242303.975 0.597415232004747 3.76237392818381 229.437675632493 89.1828825269037 1.1317806480224 1.73980451516983 -0.000850783044015 -1 0.560438065060868 1.44181936421204 -9.01934797352513 -9.01934797352513 9.56427437577033E-10 -10.0568151278804 -99 -9.06113517037128 -99 -99 0.5 0.091734531149307 6.69240521945073E+051 -3.29710808145707E+035 -2.92516416871255E+035 -1.42535569744986E+033 -3.57690355770026E+034 0 0 0 1 2
1315 11017596764.3148 0.597742144679922 3.76233889866673 229.600397612795 88.8429380787938 1.13044324441078 1.74130332552048 -0.000856902562037 -1 0.557986072595863 1.44202597191 -9.02526249914544 -9.02526249914544 9.43490433175003E-10 -10.056727265553 -99 -9.06766057353111 -99 -99 0.5 0.093011197013764 6.66778858611077E+051 -3.25777111884538E+035 -2.89377851230567E+035 -1.41256831620278E+033 -3.49866923377675E+034 0 0 0 1 2
1320 11019964899.3115 0.598230210298137 3.76294943044102 229.746420984764 88.4887460601901 1.12927049844416 1.74313531047031 -0.000825508934181 -1 0.55548835949287 1.44223382265329 -8.9794470587096 -8.9794470587096 1.04846259529615E-09 -10.0566367224421 -99 -9.01741712623087 -99 -99 0.5 0.083716359880519 6.64324107653065E+051 -3.26820296332858E+035 -2.86425989025769E+035 -1.39961361457552E+033 -3.8994693692513E+034 0 0 0 1 2
1325 11022369250.2947 0.598585945914452 3.76303389435654 229.9063602747 88.1468206681574 1.12795900057353 1.74470267244401 -0.000830435795363 -1 0.553037900821562 1.44244488806364 -8.98371203941311 -8.98371203941311 1.03821658104983E-09 -10.0565436238838 -99 -9.02208247235221 -99 -99 0.5 0.08456067003282 6.61868824418794E+051 -3.23023078476047E+035 -2.83333130896726E+035 -1.38682654611327E+033 -3.83031210332073E+034 0 0 0 1 2
1330 11024815412.7974 0.598950246204402 3.76314633557964 230.066785322043 87.8024435177749 1.12664368779323 1.74629787752039 -0.000835612737238 -1 0.55057510064705 1.44265966195558 -8.98825554537227 -8.98825554537227 1.02741157588389E-09 -10.0564473793126 -99 -9.02705707128843 -99 -99 0.5 0.085468910137545 6.59400863660936E+051 -3.19221441998468E+035 -2.80252797957971E+035 -1.37408213860873E+033 -3.75945619018885E+034 0 0 0 1 2
1335 11027299089.172 0.599313021628679 3.76324973966608 230.2282841212 87.4572616595442 1.12531811604462 1.74789846480786 -0.000840848299302 -1 0.5481087564625 1.4428777681538 -8.99273460625013 -8.99273460625013 1.01686990379323E-09 -10.0563484214667 -99 -9.03196645403758 -99 -99 0.5 0.086374626970864 6.56925879287975E+051 -3.15447620487882E+035 -2.77183706618728E+035 -1.36134865571998E+033 -3.69025652134339E+034 0 0 0 1 2
1340 11029733084.1583 0.599742293642956 3.763658608354 230.377263760816 87.1153862853004 1.12410719191852 1.74961517089782 -0.000849228561788 -1 0.545693944748229 1.44309155021397 -9.0012281564938 -9.0012281564938 9.97176060006634E-10 -10.0563484213387 -99 -9.04127165047359 -99 -99 0.5 0.088080492669808 6.5452597606136E+051 -3.11369617467365E+035 -2.74157188694201E+035 -1.34839788179971E+033 -3.58640308913648E+034 0 0 0 1 2
1345 11032187694.4373 0.600023883332612 3.76349029210521 230.540489152945 86.7889703297148 1.12275428499377 1.75102961326233 -0.000897468859204 -1 0.543345528466133 1.44330717873214 -9.06428283951338 -9.06428283951338 8.62416705564363E-10 -10.0562456061804 -99 -9.11094260718837 -99 -99 0.5 0.101867871860893 6.52141775377989E+051 -3.02686675144686E+035 -2.71014634313162E+035 -1.33580988940939E+033 -3.03362309421139E+034 0 0 0 1 2
1350 11034687360.2774 0.600555197097882 3.76429951259022 230.680533046542 86.4363550760038 1.12163058809613 1.75297132394701 -0.000860303328397 -1 0.540891749258611 1.44352682305656 -9.01091945467019 -9.01091945467019 9.75170478478474E-10 -10.0561405408596 -99 -9.05193114935092 -99 -99 0.5 0.090111229180189 6.49730700671081E+051 -3.04080200260216E+035 -2.68259202651886E+035 -1.32335083946717E+033 -3.44976467688624E+034 0 0 0 1 2
1355 11037212879.8013 0.600932438862795 3.76450439133762 230.835798797178 86.0992646276204 1.12035601094333 1.754599051755 -0.000864525242637 -1 0.538502729166091 1.44374877275825 -9.01404889575211 -9.01404889575211 9.68168847257181E-10 -10.0560316466353 -99 -9.05538261840785 -99 -99 0.5 0.090785658730987 6.4733157627142E+051 -3.00661283840068E+035 -2.65370672000563E+035 -1.31119458398476E+033 -3.39794172555199E+034 0 0 0 1 2
1360 11039796010.0575 0.601314535249919 3.76471597179202 230.992933706948 85.7585397610886 1.11906516720517 1.75625178293575 -0.000869956527394 -1 0.536091112258237 1.44397583144178 -9.01859678846983 -9.01859678846983 9.58083170562855E-10 -10.0559197877036 -99 -9.06039854759942 -99 -99 0.5 0.091764985594385 6.44907506579866E+051 -2.97117348075359E+035 -2.62473161968861E+035 -1.29900471959166E+033 -3.33451813869056E+034 0 0 0 1 2
1365 11042399720.4937 0.601688295782384 3.76490124693033 231.150402707307 85.4198878712089 1.11776949585623 1.75788974099378 -0.000879222184476 -1 0.533694970885764 1.44420474572748 -9.02873072180798 -9.02873072180798 9.35985839137103E-10 -10.0559197875615 -99 -9.07156965611192 -99 -99 0.5 0.09393143004678 6.42494283088537E+051 -2.93128223541702E+035 -2.59578954202877E+035 -1.28682020023814E+033 -3.22624491385876E+034 0 0 0 1 2
1370 11045016493.5326 0.602099966718811 3.76524606116471 231.303041179721 85.0797760552255 1.11651859514072 1.75960610573219 -0.000934826150551 -1 0.531303845429497 1.44443486967518 -9.10016520317084 -9.10016520317084 7.94026134207306E-10 -10.0558042408865 -99 -9.15114347491427 -99 -99 0.5 0.110754393266031 6.40096686052379E+051 -2.84377753130682E+035 -2.56436552728203E+035 -1.27354678381941E+033 -2.66676536186594E+034 0 0 0 1 2
1375 11047676832.0413 0.602702631543214 3.76633810510457 231.437802611405 84.7203212144543 1.11544126316799 1.76172783643729 -0.000889601718123 -1 0.528836732116881 1.44466887597737 -9.0361051994863 -9.0361051994863 9.20226637547489E-10 -10.0556855367487 -99 -9.07974060493944 -99 -99 0.5 0.09559158501159 6.37680487320772E+051 -2.86249464791381E+035 -2.53791479841269E+035 -1.2612212250893E+033 -3.11967637250226E+034 0 0 0 1 2
1380 11050350989.1882 0.603099916910671 3.76663162921181 231.591975345883 84.3825059244224 1.11417299822881 1.76342461591974 -0.000894691935928 -1 0.526463111732506 1.44490413809319 -9.04021793118792 -9.04021793118792 9.11553302468046E-10 -10.0555625739358 -99 -9.08430345249069 -99 -99 0.5 0.096528455482055 6.35290726818474E+051 -2.82908887914671E+035 -2.51014304310261E+035 -1.24938111767898E+033 -3.06452024867319E+034 0 0 0 1 2
1385 11053088491.4388 0.603501933691997 3.76693068277732 231.748185902258 84.0408823628957 1.11288687786761 1.765147371702 -0.000899083955546 -1 0.524065648325462 1.44514502797198 -9.04313856508649 -9.04313856508649 9.05443665850224E-10 -10.055436292072 -99 -9.08755089167113 -99 -99 0.5 0.09720805935009 6.32874473157021E+051 -2.79667042556652E+035 -2.48238283211063E+035 -1.23753833787263E+033 -3.01912210077167E+034 0 0 0 1 2
1390 11055797743.6119 0.604016741948172 3.76770317875702 231.889029709388 83.6955936635271 1.11174309192331 1.76709010518388 -0.00093522836054 -1 0.521681552329301 1.44538348665356 -9.08783292030516 -9.08783292030516 8.16896583458115E-10 -10.0554362919149 -99 -9.13734386995273 -99 -99 0.5 0.107744876673842 6.30507530772042E+051 -2.73224754706654E+035 -2.45276368661292E+035 -1.22445522827187E+033 -2.67239308170906E+034 0 0 0 1 2
1395 11058559746.5558 0.604528049843419 3.7684539028421 232.031892436564 83.3486382935533 1.11058016270691 1.76903825631889 -0.000913633818251 -1 0.519286419712142 1.44562662509312 -9.05602402022396 -9.05602402022396 8.78973900662122E-10 -10.0553047580741 -99 -9.1018615023827 -99 -99 0.5 0.100165753449834 6.28124550304104E+051 -2.72669028126505E+035 -2.42674206960028E+035 -1.21275285603638E+033 -2.87820683104406E+034 0 0 0 1 2
1400 11061359000.6734 0.604937472472034 3.7688035448898 232.185543120667 83.0107791835075 1.1093130300916 1.77078295360881 -0.000919897694251 -1 0.516927338347518 1.44587312622148 -9.06158244008799 -9.06158244008799 8.67795832036978E-10 -10.0551701590749 -99 -9.1080582858666 -99 -99 0.5 0.101487436110822 6.25743129130177E+051 -2.6933808918795E+035 -2.39973284461651E+035 -1.20110008250288E+033 -2.81637046437961E+034 0 0 0 1 2
1405 11064130804.9569 0.605320127739589 3.76907672028898 232.337958882337 82.6819429816863 1.1080526496345 1.77245889927782 -0.000924266874799 -1 0.514628712115579 1.44611725660176 -9.06444019597569 -9.06444019597569 8.62104285615803E-10 -10.055031546649 -99 -9.11125578609346 -99 -99 0.5 0.102190058866457 6.23414750438103E+051 -2.66331493157685E+035 -2.37387840770966E+035 -1.19004562634868E+033 -2.77536067603702E+034 0 0 0 1 2
1410 11066894954.3052 0.605843833412449 3.7699231464306 232.473703667513 82.3445708261341 1.10694764500494 1.77442053577802 -0.000962891469034 -1 0.512315824603589 1.4463607739792 -9.11265273551514 -9.11265273551514 7.7152013463579E-10 -10.0550315464767 -99 -9.16531126934411 -99 -99 0.5 0.114188190010916 6.21114997497935E+051 -2.60080753222807E+035 -2.34575091511244E+035 -1.17750185933752E+033 -2.43281598522258E+034 0 0 0 1 2
1415 11069748962.0805 0.606386227664996 3.77081955691633 232.611652716302 81.9998166723308 1.10582410566453 1.77644502670335 -0.00093795652141 -1 0.509956994279226 1.44661224948269 -9.07589657628818 -9.07589657628818 8.39659920918552E-10 -10.0548873989924 -99 -9.12405241426287 -99 -99 0.5 0.104956460729715 6.18769194602535E+051 -2.59817343285947E+035 -2.32099645898862E+035 -1.16616446144628E+033 -2.65515329256393E+034 0 0 0 1 2
1420 11072628923.4225 0.606798682335419 3.77121078382041 232.762414953281 81.6678250831294 1.10457724686132 1.7782037860359 -0.000944200480413 -1 0.507652434898331 1.44686608935124 -9.08136292048115 -9.08136292048115 8.29157588000676E-10 -10.054739783317 -99 -9.13018185357015 -99 -99 0.5 0.106321999934802 6.16436078193951E+051 -2.56675978974674E+035 -2.29535461886214E+035 -1.15502315859704E+033 -2.59854939298633E+034 0 0 0 1 2
1425 11075499612.2996 0.607183617418908 3.771514121188 232.913340861416 81.3428355777273 1.10332541699781 1.7798980105252 -0.000956133863894 -1 0.505393017309699 1.44711916266003 -9.09422206371522 -9.09422206371522 8.04966739875643E-10 -10.054739783258 -99 -9.14459652208109 -99 -99 0.5 0.109517187061597 6.14139815191607E+051 -2.53111831753733E+035 -2.27014040292045E+035 -1.14417666376904E+033 -2.49536147979184E+034 0 0 0 1 2
1430 11078410187.9886 0.607888194281407 3.77307018232987 233.032644225995 80.9887978519422 1.10237144839026 1.78226381208432 -0.000956835502034 -1 0.503024929829161 1.44737584232304 -9.09090609940902 -9.09090609940902 8.11136418026903E-10 -10.0545874370295 -99 -9.14089306270921 -99 -99 0.5 0.108722307795415 6.11827607184973E+051 -2.50520568306698E+035 -2.24411648907073E+035 -1.13170643443839E+033 -2.49772129651865E+034 0 0 0 1 2
1435 11081404190.9333 0.608306391457315 3.77348467371094 233.184272869713 80.6557595920014 1.10111400670571 1.78405656036598 -0.000963920602467 -1 0.500722014042893 1.44763993724795 -9.09731337281047 -9.09731337281047 7.99257328724359E-10 -10.0544299725383 -99 -9.14810796765529 -99 -99 0.5 0.110378223578493 6.09489805080812E+051 -2.47403856860707E+035 -2.21902219959942E+035 -1.12077018885968E+033 -2.43808667119051E+034 0 0 0 1 2
1440 11084399266.6349 0.60887721494405 3.77451344560189 233.3184543186 80.3128351022577 1.10001756605981 1.78616186203403 -0.000969765930753 -1 0.498397306678564 1.44790417475285 -9.10123898694084 -9.10123898694084 7.9206534666194E-10 -10.0543490211763 -99 -9.15253327665195 -99 -99 0.5 0.111401224813568 6.07174701370312E+051 -2.44444511766909E+035 -2.1938393157125E+035 -1.10923105169198E+033 -2.39513491439669E+034 0 0 0 1 2
